0,0.4226,0.9154,0.81132,0.72556
0,0.35796,0.93859,0.81543,0.5226
0,0.45609,0.85419,0.78053,0.64458
0,0.37939,0.92547,0.64799,0.63506
0,0.35351,0.9192,0.66587,0.60873
0,0.33279,0.88438,0.67994,0.646
0,0.45012,0.88339,0.86669,0.61585
0,0.33267,0.95018,0.72297,0.56407
0,0.44578,0.89306,0.76631,0.82462
0,0.5055,0.92305,0.75097,0.72901
0,0.56792,0.94658,0.79765,0.73421
0,0.48454,0.92902,0.75986,0.62229
0,0.51944,0.90554,0.77586,0.69353
0,0.50749,0.91713,0.84373,0.60245
0,0.46838,0.96207,0.80598,0.61431
0,0.46944,0.98264,0.82707,0.70555
0,0.80925,0.9307,0.75528,0.83078
0,0.78056,0.90702,0.74563,0.62529
0,0.79578,0.94692,0.72079,0.68813
0,0.67307,0.90268,0.84856,0.97879
0,0.32951,0.82114,0.47145,0.57667
0,0.37283,0.7765,0.7312,0.5723
0,0.43197,0.9562,0.67456,0.69857
0,0.29192,0.88842,0.68309,0.6314
0,0.39415,0.90702,0.71891,0.51029
0,0.45667,0.95792,0.82788,0.59771
0,0.30492,0.95788,0.81249,0.83884
0,0.38759,0.89484,0.84708,0.59098
0,0.53934,0.9559,0.8607,0.59447
0,0.3945,0.91294,0.82712,0.69732
0,0.42447,0.93242,0.82656,0.80058
0,0.45433,0.94821,0.87797,0.83423
0,0.47963,0.93464,0.77875,0.70102
0,0.45105,0.93967,0.80797,0.69237
0,0.4603,0.89109,0.78602,0.6245
0,0.53279,0.91057,0.84409,0.57725
0,0.46593,0.95965,0.7944,0.61476
0,0.44438,0.91817,0.78241,0.69536
0,0.43115,0.92034,0.71337,0.85698
0,0.50398,0.96892,0.71759,0.77197
0,0.36827,0.92813,0.81015,0.63747
0,0.62963,0.93316,0.76016,0.62371
0,0.59169,0.92443,0.81101,0.7711
0,0.58724,0.94332,0.88387,0.75841
0,0.34169,0.86514,0.83291,0.63972
0,0.35609,0.95294,0.85247,0.63631
0,0.34333,0.92236,0.82636,0.71919
0,0.31347,0.8354,0.62025,0.47224
0,0.33583,0.91432,0.82686,0.62911
0,0.47131,0.85276,0.80766,0.69399
0,0.25796,0.87471,0.66191,0.72373
0,0.44836,0.92256,0.832,0.58066
0,0.55468,0.88596,0.72541,0.70776
0,0.47283,0.83944,0.7404,0.68397
0,0.52108,0.93208,0.75391,0.80316
0,0.59614,0.95521,0.77286,0.53612
0,0.68419,0.89143,0.8386,0.69794
0,0.64754,0.9633,0.83332,0.88784
0,0.76511,0.96118,0.81874,0.64051
0,0.78653,0.93479,0.80283,0.80345
0,0.24543,0.90855,0.82529,0.51063
0,0.36674,0.96379,0.78724,0.71516
0,0.3603,0.93193,0.78099,0.52472
0,0.40492,0.93425,0.84998,0.59805
0,0.70667,0.95482,0.86944,0.78923
0,0.71944,0.94027,0.83941,0.73886
0,0.77307,0.93484,0.75041,0.74061
0,0.90304,0.90727,0.83164,0.6727
0,0.51194,0.93168,0.85531,0.70035
0,0.44637,0.93662,0.7848,0.64641
0,0.59403,0.89849,0.80878,0.71038
0,0.41253,0.94175,0.92019,0.7842
0,0.40984,0.94949,0.8071,0.61006
0,0.37447,0.9124,0.80766,0.74219
0,0.42365,0.95275,0.89093,0.77975
0,0.41628,0.95699,0.88625,0.79501
0,0.53056,0.95398,0.85298,0.55284
0,0.59719,0.91915,0.83306,0.57251
0,0.40316,0.9083,0.88889,0.73874
0,0.5781,0.9667,0.86461,0.66068
0,0.31581,0.96281,0.75798,0.54598
0,0.37518,0.97139,0.85252,0.78944
0,0.41956,0.94895,0.78404,0.48983
0,0.30187,0.95018,0.75147,0.59218
0,0.43782,0.88867,0.74157,0.65473
0,0.39707,0.89158,0.78099,0.68168
0,0.34344,0.87649,0.73288,0.56544
0,0.41511,0.9669,0.75625,0.63622
0,0.48806,0.9375,0.75889,0.76128
0,0.52869,0.89997,0.80939,0.71533
0,0.58525,0.88438,0.87884,0.76523
0,0.71288,0.9669,0.81315,0.64762
0,0.51487,0.97918,0.87264,0.69994
0,0.54883,0.94974,0.84881,0.71541
0,0.49391,0.94796,0.80532,0.80782
0,0.45492,0.89119,0.83957,0.68592
0,0.46522,0.88872,0.89621,0.5533
0,0.51218,0.94244,0.84139,0.7404
0,0.41405,0.91728,0.84815,0.69698
0,0.46967,0.96937,0.77992,0.82961
0,0.53138,0.91328,0.8736,0.80137
0,0.39204,0.91082,0.87294,0.64325
0,0.46862,0.87091,0.81122,0.7622
0,0.41593,0.84003,0.85638,0.63864
0,0.49918,0.93109,0.89855,0.7078
0,0.47506,0.94905,0.77713,0.72302
0,0.47424,0.9562,0.84769,0.58831
0,0.55703,0.92325,0.77337,0.801
0,0.4822,0.92389,0.87919,0.7172
0,0.73981,0.91116,0.95697,0.84675
0,0.62447,0.93494,0.87711,0.81023
0,0.63056,0.9454,0.8164,0.68359
0,0.35433,0.94929,0.82839,0.79409
0,0.40656,0.93173,0.83575,0.75221
0,0.33817,0.93666,0.94762,0.76349
0,0.40738,0.9632,0.8416,0.65935
0,0.40398,0.91151,0.88722,0.60653
0,0.41534,0.88877,0.85252,0.6329
0,0.33806,0.95151,0.86187,0.66821
0,0.36897,0.9557,0.88239,0.61006
0,0.46311,0.9381,0.81178,0.71399
0,0.49859,0.95388,0.82676,0.61227
0,0.44742,0.92828,0.86141,0.65278
0,0.44426,0.92359,0.81442,0.60125
0,0.45562,0.84452,0.88031,0.731
0,0.37974,0.94544,0.80278,0.81023
0,0.45117,0.91299,0.7468,0.79551
0,0.51956,0.90914,0.82331,0.66621
0,0.31569,0.93879,0.78881,0.74589
0,0.28466,0.88097,0.82697,0.72373
0,0.32447,0.96587,0.80888,0.67228
0,0.3637,0.88818,0.80659,0.55479
0,0.20878,0.89133,0.66409,0.58673
0,0.21159,0.9232,0.75574,0.41065
0,0.40925,0.92093,0.83967,0.54735
0,0.30937,0.90347,0.77179,0.59056
0,0.4623,0.90248,0.83144,0.83078
0,0.50035,0.92285,0.95407,0.72032
0,0.45621,0.92468,0.84393,0.74789
0,0.47728,0.92241,0.80812,0.60408
0,0.31885,0.92359,0.85592,0.70177
0,0.22998,0.9081,0.88305,0.73886
0,0.28642,0.9374,0.76732,0.68788
0,0.33454,0.91013,0.76931,0.70439
0,0.3548,0.90145,0.69452,0.62504
0,0.4411,0.90248,0.80156,0.74203
0,0.38689,0.95788,0.75787,0.6497
0,0.35948,0.81586,0.52449,0.50905
0,0.55773,0.938,0.79212,0.89095
0,0.47518,0.91984,0.75803,0.64737
0,0.41944,0.91072,0.78018,0.72165
0,0.50714,0.94234,0.78404,0.70597
0,0.58735,0.90638,0.8132,0.80058
0,0.50094,0.94022,0.80878,0.62753
0,0.61194,0.89518,0.72607,0.73487
0,0.58888,0.92719,0.8607,0.7046
0,0.3644,0.90963,0.79628,0.76868
0,0.3856,0.88684,0.84571,0.74078
0,0.43642,0.93163,0.81096,0.72468
0,0.34871,0.87096,0.82011,0.57467
0,0.35422,0.90036,0.87731,0.73046
0,0.57096,0.95279,0.92756,0.60557
0,0.59052,0.91506,0.75254,0.82254
0,0.68934,0.92088,0.93873,0.67228
0,0.46674,0.93272,0.81975,0.71083
0,0.53033,0.97992,0.86278,0.75683
0,0.44508,0.92576,0.8547,0.62104
0,0.45703,0.92246,0.85211,0.69769
0,0.57482,0.93316,0.82676,0.82757
0,0.4493,0.89745,0.80405,0.81722
0,0.53536,0.88675,0.82778,0.73487
0,0.56991,0.9051,0.80304,0.59979
0,0.49508,0.971,0.93929,0.66342
0,0.39578,0.92754,0.76727,0.65935
0,0.38103,0.92675,0.72495,0.59135
0,0.52799,0.89775,0.83164,0.5859
0,0.50457,0.85532,0.79897,0.79339
0,0.41218,0.90204,0.77581,0.62737
0,0.40972,0.92167,0.79496,0.75192
0,0.36452,0.94017,0.76529,0.70921
0,0.42354,0.883,0.88432,0.68813
0,0.5233,0.93844,0.94844,0.69628
0,0.487,0.91664,0.90358,0.73155
0,0.60023,0.91688,0.82504,0.70838
0,0.47658,0.95822,0.76834,0.63693
0,0.44953,0.89079,0.74365,0.65906
0,0.44824,0.95038,0.74868,0.69258
0,0.59461,0.90894,0.81157,0.6561
0,0.85457,0.93632,0.74807,0.75658
0,0.86183,0.93568,0.71271,0.84176
0,0.86569,0.92231,0.82392,0.63622
0,0.86792,0.92724,0.81071,0.87149
0,0.52319,0.92601,0.75493,0.6032
0,0.52166,0.9194,0.77992,0.62371
0,0.50562,0.91304,0.76372,0.62603
0,0.56604,0.93874,0.69859,0.60441
0,0.62681,0.91279,0.92049,0.61006
0,0.72927,0.90588,0.87111,0.61643
0,0.83525,0.94031,0.8324,0.6376
0,0.84813,0.9448,0.79984,0.61759
0,0.34578,0.95018,0.7627,0.66355
0,0.37201,0.92132,0.79115,0.64242
0,0.36674,0.94179,0.78104,0.67656
0,0.32611,0.81996,0.57747,0.44916
0,0.92459,0.9083,0.78825,0.93292
0,0.90808,0.91092,0.81421,0.72901
0,0.83021,0.92542,0.83057,0.67095
0,0.95012,0.95373,0.89347,0.73387
0,0.41815,0.85764,0.74309,0.52456
0,0.34028,0.85774,0.81559,0.55117
0,0.45785,0.89558,0.85882,0.72593
0,0.37119,0.83249,0.65815,0.52027
0,0.26874,0.94835,0.71525,0.57746
0,0.41768,0.93681,0.79308,0.71229
0,0.2363,0.97711,0.76702,0.56627
0,0.40117,0.9448,0.79806,0.60183
0,0.48478,0.95373,0.83408,0.65989
0,0.5493,0.8901,0.83723,0.70231
0,0.36218,0.89844,0.83784,0.6455
0,0.54204,0.99576,0.78185,0.6601
0,0.63525,0.94451,0.92476,0.7622
0,0.73443,0.94273,0.77281,0.73134
0,0.83255,0.97119,0.85821,0.6957
0,0.71276,0.93795,0.81015,0.79409
0,0.52084,0.95561,0.9528,0.68592
0,0.6171,0.9269,0.94498,0.63373
0,0.66136,0.9083,0.87965,0.79459
0,0.67248,0.94041,0.81833,0.88713
0,0.27482,0.9778,0.7719,0.4467
0,0.26862,0.94263,0.70428,0.71308
0,0.29215,0.93588,0.75351,0.67419
0,0.31218,0.91965,0.6548,0.53271
0,0.64731,0.9522,0.8135,0.7078
0,0.55796,0.91279,0.89667,0.79543
0,0.61557,0.97193,0.85115,0.69794
0,0.65433,0.95418,0.86939,0.78619
0,0.37857,0.9233,0.73649,0.62957
0,0.43349,0.90051,0.86293,0.60599
0,0.32763,0.98106,0.78693,0.70838
0,0.34742,0.71356,0.39154,0.4299
0,0.61815,0.92438,0.82214,0.70638
0,0.51534,0.9161,0.83855,0.78507
0,0.65902,0.90095,0.77906,0.78557
0,0.4877,0.9082,0.79217,0.60599
0,0.62342,0.92907,0.85953,0.65236
0,0.4822,0.89863,0.86888,0.67869
0,0.6,0.95901,0.8006,0.55937
0,0.56311,0.90036,0.78104,0.72626
0,0.49614,0.91585,0.87137,0.66213
0,0.60246,0.95447,0.77169,0.79289
0,0.52201,0.96404,0.85465,0.65511
0,0.55714,0.94051,0.73415,0.70967
0,0.45785,0.9233,0.80456,0.67769
0,0.37002,0.96345,0.75899,0.63431
0,0.36288,0.88778,0.8199,0.57692
0,0.33806,0.92576,0.84139,0.78332
0,0.28876,0.96902,0.69945,0.56087
0,0.38817,0.92927,0.77591,0.84845
0,0.38044,0.91905,0.832,0.65635
0,0.40855,0.93346,0.72236,0.61152
0,0.23548,0.97095,0.9746,0.57338
0,0.18044,0.9266,0.76006,0.71021
0,0.27541,0.95062,0.84769,0.76698
0,0.27951,0.96522,0.82854,0.67311
0,0.50632,0.93642,0.82625,0.77538
0,0.63466,0.95408,0.80776,0.6957
0,0.51393,0.88541,0.84866,0.75454
0,0.58021,0.92527,0.87482,0.68592
0,0.70632,0.9558,0.84546,0.75804
0,0.61066,0.92813,0.86405,0.73267
0,0.8377,0.9415,0.79486,0.71058
0,0.73958,0.92463,0.83118,0.66754
0,0.47963,0.91309,0.7877,0.78715
0,0.47869,0.87772,0.72978,0.58257
0,0.37424,0.90953,0.7722,0.71562
0,0.4911,0.92098,0.81294,0.81198
0,0.45351,0.90884,0.79725,0.61942
0,0.53958,0.82011,0.73476,0.73304
0,0.43267,0.87259,0.81584,0.61169
0,0.46124,0.90692,0.73476,0.65049
0,0.4178,0.93489,0.74162,0.71828
0,0.4815,0.90973,0.73415,0.74523
0,0.43185,0.91027,0.72978,0.60636
0,0.58126,0.82011,0.76433,0.70759
0,0.44813,0.9044,0.72744,0.6905
0,0.36674,0.89992,0.88844,0.7968
0,0.51124,0.91422,0.79801,0.86143
0,0.40023,0.93518,0.73293,0.65581
0,0.50375,0.94179,0.80619,0.68962
0,0.47541,0.94337,0.8069,0.85723
0,0.43337,0.95334,0.80334,0.71275
0,0.52857,0.94485,0.77642,0.6497
0,0.54309,0.94392,0.82478,0.6376
0,0.54403,0.91585,0.84332,0.59884
0,0.52916,0.97193,0.87726,0.7355
0,0.55316,1,0.85013,0.86592
0,0.46042,0.9704,0.92385,0.55126
0,0.45059,0.94909,0.82082,0.58619
0,0.6103,0.94643,0.8322,0.76411
0,0.4685,0.90539,0.85547,0.57991
0,0.49848,0.96231,0.79049,0.64874
0,0.4603,0.92793,0.79928,0.77758
0,0.42728,0.96049,0.82595,0.69911
0,0.45269,0.95842,0.82885,0.6638
0,0.90047,0.97716,0.84409,0.68592
0,0.87611,0.89706,0.8039,0.71919
0,0.81792,0.8825,1,0.73329
0,0.89309,0.96473,0.85415,0.82583
0,0.51311,0.9156,0.70123,0.84413
0,0.52529,0.97682,0.7783,0.58453
0,0.49309,0.84926,0.79364,0.62816
0,0.74625,0.82015,0.73537,0.69661
0,0.45609,0.88975,0.86913,0.72593
0,0.6096,0.92991,0.79105,0.76789
0,0.5808,0.91654,0.78724,0.6727
0,0.51019,0.92793,0.76641,0.76087
0,0.78419,0.95506,0.88691,0.87261
0,0.59859,0.9337,0.88641,0.73433
0,0.89204,0.90253,0.75208,0.82429
0,0.97096,0.89464,0.79074,0.69066
0,0.40632,0.87392,0.85384,0.72892
0,0.50363,0.93149,0.82707,0.79838
0,0.48747,0.93237,0.80065,0.68821
0,0.55855,0.93489,0.81929,0.88567
0,0.51768,0.8791,0.81955,0.60803
0,0.58138,0.91905,0.85349,0.68372
0,0.47588,0.96759,0.80299,0.77617
0,0.57822,0.94219,0.77611,0.72148
0,0.62553,0.95087,0.83377,0.70052
0,0.55749,0.95625,0.89514,0.69066
0,0.63009,0.96818,0.80126,0.55363
0,0.63689,0.91175,0.7846,0.71325
0,0.43817,0.93647,0.87076,0.73591
0,0.59801,0.87032,0.80309,0.74577
0,0.42037,0.90899,0.82209,0.66026
0,0.50187,0.92275,0.68365,0.61726
0,0.82681,0.92867,0.88158,0.9278
0,0.74297,0.96167,0.77337,0.72373
0,0.80176,0.91466,0.7754,0.60761
0,0.77623,0.92719,0.82021,0.70655
0,0.57494,0.93454,0.77967,0.7372
0,0.58934,0.91797,0.8007,0.75213
0,0.54426,0.90835,0.72287,0.55055
0,0.57225,0.92369,0.73136,0.66388
0,0.47482,0.94273,0.8737,0.64874
0,0.45515,0.99457,0.80751,0.68975
0,0.36464,0.93879,0.87233,0.644
0,0.4226,0.9487,0.76936,0.64088
0,0.52986,0.94273,0.78968,0.76935
0,0.5137,0.89696,0.78272,0.64874
0,0.46756,0.97011,0.81757,0.61676
0,0.53934,0.90579,0.79816,1
0,0.18911,0.91708,0.72699,0.63086
0,0.16745,0.9598,0.78658,0.66821
0,0.27459,0.93479,0.8386,0.66596
0,0.31089,0.95812,0.82991,0.71491
0,0.43197,0.95807,0.82443,0.56407
0,0.58876,0.9814,0.85953,0.76698
0,0.57178,0.92285,0.89865,0.799
0,0.58314,0.93671,0.8102,0.69869
0,0.70574,0.9338,0.82961,0.78619
0,0.68115,0.91634,0.70473,0.66654
0,0.73126,0.90263,0.84114,0.70526
0,0.76932,0.87555,0.85018,0.68592
0,0.67354,0.93109,0.88569,0.77509
0,0.74052,0.9378,0.83266,0.75708
0,0.88115,0.93671,0.80263,0.70996
0,0.81756,0.97144,0.88295,0.75658
0,0.56745,0.9487,0.89067,0.75874
0,0.43607,0.92127,0.8768,0.65926
0,0.47178,0.90761,0.79186,0.71462
0,0.45726,0.91052,0.8798,0.72909
0,0.45925,0.89429,0.73659,0.60362
0,0.51991,0.96453,0.74482,0.61431
0,0.60258,0.89193,0.73537,0.62816
0,0.4637,0.93306,0.76682,0.6141
0,0.27213,0.93953,0.78343,0.84787
0,0.28618,0.9526,0.80019,0.77205
0,0.41475,0.93957,0.84607,0.61227
0,0.34707,0.92261,0.83306,0.77617
0,0.7192,0.90505,0.87894,0.76515
0,0.72963,0.90623,0.82646,0.72822
0,0.79848,0.905,0.78902,0.7622
0,0.91967,0.94796,0.74949,0.76461
0,0.41206,0.90366,0.82117,0.67914
0,0.57892,0.86253,0.79527,0.65956
0,0.6452,0.93144,0.85577,0.688
0,0.65761,0.96616,0.8041,0.6601
0,0.64461,0.89257,0.74385,0.56789
0,0.59625,0.91225,0.77921,0.70913
0,0.62201,0.99354,0.75935,0.75841
0,0.6178,0.99596,0.87828,0.64017
0,0.20492,0.94589,0.87467,0.63622
0,0.19578,0.96562,0.74477,0.64533
0,0.40562,0.92113,0.79471,0.65956
0,0.2829,0.86983,0.81757,0.66417
0,0.39344,0.90135,0.82001,0.65565
0,0.41077,0.90465,0.80898,0.68592
0,0.33946,0.93099,0.9147,0.82724
0,0.39028,0.91323,0.87716,0.57501
1,0.2815,0.16164,0.24106,0.4922
1,0.302693208,0.20564,0.260516155,0.58025
1,0.193442623,0.18014,0.168817314,0.30959
1,0.293091335,0.23652,0.341749644,0.62695
1,0.542271663,0.40808,0.49298923,0.64379
1,0.398126464,0.25083,0.365068076,0.52585
1,0.626932084,0.5864,0.485216419,0.57941
1,0.628571429,0.45218,0.446860394,0.56415
1,0.383372365,0.18715,0.1893924,0.5476
1,0.432318501,0.30188,0.318532819,0.55425
1,0.426229508,0.22291,0.211288356,0.37172
1,0.445784543,0.38682,0.371266003,0.52967
1,0.359484778,0.78681,0.619843528,0.55741
1,0.421545667,0.76777,0.61781142,0.67935
1,0.421896956,0.81281,0.670239789,0.65723
1,0.366978923,0.84082,0.650325137,0.43523
1,0.270374707,0.27149,0.412365373,0.60287
1,0.250819672,0.36995,0.419172932,0.60661
1,0.382786885,0.38519,0.590022353,0.79409
1,0.423302108,0.39254,0.439900427,0.53321
1,0.47704918,0.63237,0.665565942,0.70776
1,0.501288056,0.66843,0.643415972,0.69141
1,0.407728337,0.58166,0.556594188,0.68193
1,0.431498829,0.6445,0.560455192,0.7686
1,0.06030445,0.0327,0.053393619,0.10871
1,0.067096019,0.03093,0.054816094,0.11387
1,0.052107728,0.02284,0.010465353,0.03389
1,0.013348946,0,0,0
1,0.103512881,0.74261,0.535206259,0.35854
1,0.196721311,0.69161,0.585094493,0.4294
1,0.177751756,0.73487,0.677504572,0.37342
1,0.118149883,0.74779,0.537847998,0.41177
1,0.474590164,0.44552,0.693913839,0.66712
1,0.469203747,0.76146,0.739991872,0.6005
1,0.480444965,0.82494,0.718705548,0.67956
1,0.410538642,0.74074,0.71438732,0.61772
1,0.360655738,0.16342,0.238671002,0.52676
