0,0.32371 ,0.53713 
0,0.39773 ,0.52340 
0,0.34499 ,0.53218 
0,0.45902 ,0.46910 
0,0.38003 ,0.51223 
0,0.35013 ,0.50893 
0,0.42729 ,0.42087 
0,0.43775 ,0.50773 
0,0.44664 ,0.47697 
0,0.32799 ,0.68594 
0,0.36792 ,0.47585 
0,0.44228 ,0.38471 
0,0.44281 ,0.45537 
0,0.31046 ,0.42604 
0,0.29922 ,0.46055 
0,0.33644 ,0.42664 
0,0.30166 ,0.54035 
0,0.38657 ,0.44374 
0,0.42092 ,0.54515 
0,0.17228 ,0.44052 
0,0.28858 ,0.58318 
0,0.40157 ,0.47885 
0,0.47602 ,0.49715 
0,0.39041 ,0.52378 
0,0.33888 ,0.43204 
0,0.19625 ,0.54965 
0,0.44350 ,0.56676 
0,0.44908 ,0.48117 
0,0.41081 ,0.55753 
0,0.34429 ,0.38921 
0,0.49895 ,0.39656 
0,0.52807 ,0.59758 
0,0.49180 ,0.43692 
0,0.54045 ,0.42739 
0,0.49695 ,0.43152 
0,0.39276 ,0.53188 
0,0.41273 ,0.33393 
0,0.46844 ,0.43242 
0,0.26155 ,0.62946 
0,0.22520 ,0.52970 
0,0.27027 ,0.59466 
0,0.42851 ,0.73492 
0,0.32214 ,0.59428 
0,0.63104 ,0.65909 
0,0.25554 ,0.49730 
0,0.53034 ,0.62301 
0,0.58535 ,0.30986 
0,0.39503 ,0.59293 
0,0.50288 ,0.46820 
0,0.15580 ,0.49715 
0,0.28779 ,0.59623 
0,0.68378 ,0.82313 
0,0.46713 ,0.45440 
0,0.23505 ,0.63906 
0,0.36269 ,0.63599 
0,0.29599 ,0.22907 
0,0.60506 ,0.55386 
0,0.60846 ,0.44382 
0,0.48003 ,0.76095 
0,0.18710 ,0.40399 
0,0.60575 ,0.49692 
0,0.33932 ,0.45672 
0,0.33836 ,0.46227 
0,0.76748 ,0.75855 
0,0.63139 ,0.51125 
0,0.51534 ,0.42574 
0,0.51412 ,0.43354 
0,0.44211 ,0.50323 
0,0.52502 ,0.47705 
0,0.45240 ,0.42012 
0,0.54115 ,0.51710 
0,0.56617 ,0.49925 
0,0.22807 ,0.57276 
0,0.41308 ,0.75953 
0,0.71918 ,0.85576 
0,0.09791 ,0.41434 
0,0.55780 ,0.75150 
0,0.94717 ,0.90842 
0,0.64891 ,0.62481 
0,0.60523 ,0.60209 
0,0.57672 ,0.61131 
0,0.33365 ,0.45110 
0,0.51988 ,0.44277 
0,0.46617 ,0.48140 
0,0.54821 ,0.48837 
0,0.54464 ,0.45837 
0,0.30645 ,0.42949 
0,0.56739 ,0.50443 
0,0.47986 ,0.46242 
0,0.58710 ,0.47210 
0,0.20541 ,0.48282 
0,0.32223 ,0.38449 
0,0.59416 ,0.49257 
0,0.49773 ,0.39686 
0,0.54185 ,0.53503 
0,0.44089 ,0.50173 
0,0.53104 ,0.48620 
0,0.57690 ,0.46340 
0,0.67437 ,0.44764 
0,0.58605 ,0.51200 
0,0.55205 ,0.43227 
0,0.61918 ,0.48305 
0,0.46530 ,0.49430 
0,0.41247 ,0.38981 
0,0.50288 ,0.50675 
0,0.34359 ,0.48342 
0,0.40009 ,0.49535 
0,0.50785 ,0.48372 
0,0.46922 ,0.45635 
0,0.48483 ,0.49617 
0,0.53766 ,0.40819 
0,0.51561 ,0.53240 
0,0.33845 ,0.42094 
0,0.28021 ,0.47562 
0,0.13644 ,0.44442 
0,0.04717 ,0.41577 
0,0.17254 ,0.42019 
0,0.18596 ,0.43354 
0,0.46356 ,0.44817 
0,0.51883 ,0.49452 
0,0.61543 ,0.44044 
0,0.84464 ,0.82486 
0,0.79826 ,0.61581 
0,0.74656 ,0.54568 
0,0.68230 ,0.56938 
0,0.63243 ,0.64064 
0,0.42650 ,0.53315 
0,0.47384 ,0.70237 
0,0.57847 ,0.68962 
0,0.15475 ,0.32763 
0,0.95929 ,1.00000 
0,0.85353 ,0.62451 
0,0.61709 ,0.59863 
0,0.61308 ,0.53833 
0,0.55327 ,0.54178 
0,0.37254 ,0.55476 
0,0.45571 ,0.53270 
0,0.42502 ,0.51410 
0,0.73836 ,0.64371 
0,0.65301 ,0.66127 
0,0.44368 ,0.52775 
0,0.51125 ,0.53893 
0,0.62572 ,0.65804 
0,0.44167 ,0.70125 
0,0.53182 ,0.61926 
0,0.37079 ,0.55528 
0,0.42459 ,0.48222 
0,0.41735 ,0.48357 
0,0.60724 ,0.49677 
0,0.49974 ,0.45515 
0,0.52476 ,0.47750 
0,0.32337 ,0.46280 
0,0.22755 ,0.57268 
0,0.36574 ,0.40579 
0,0.53226 ,0.61784 
0,0.48221 ,0.57441 
0,0.55292 ,0.53383 
0,0.63496 ,0.54658 
